"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RCKY","Rocky Brands, Inc.","28.39","$209.38M","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","8.71","$52.22M","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/rmcf",
"ROKU","Roku, Inc.","160.12","$18.91B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/roku",
"ROSE","Rosehill Resources Inc.","1.21","$53.56M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rose",
"ROSEU","Rosehill Resources Inc.","1.65","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/roseu",
"ROSEW","Rosehill Resources Inc.","0.117","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rosew",
"ROST","Ross Stores, Inc.","112.19","$40.58B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/rost",
"RGLD","Royal Gold, Inc.","116.53","$7.64B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rgld",
"RTIX","RTI Surgical Holdings, Inc.","1.94","$143.2M","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","8.23","$22.04M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/rbcn",
"RUBY","Rubius Therapeutics, Inc.","7.6","$605.35M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ruby",
"RUHN","Ruhnn Holding Limited","6.84","$565.77M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ruhn",
"RMBL","RumbleOn, Inc.","1.68","$39.03M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","43.805","$1.58B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","42.65","$1.54B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","23.55","$674.16M","2005","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ruth",
"RYAAY","Ryanair Holdings plc","85.77","$18.82B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","37.89","$1.3B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","2.45","$81.56M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/sanw",
"SBRA","Sabra Health Care REIT, Inc.","22.09","$4.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbra",
"SABR","Sabre Corporation","22.39","$6.13B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabr",
"SAEX","SAExploration Holdings, Inc.","1.51","$6.48M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/saex",
"SFET","Safe-T Group Ltd.","6.2","$1.99M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sfet",
"SAFT","Safety Insurance Group, Inc.","97.43","$1.5B","2002","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/saft",
"SGA","Saga Communications, Inc.","30.1","$178.97M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","145.96","$7.54B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","97.21","$2.52B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/saia",
"SLRX","Salarius Pharmaceuticals, Inc.","3.27","$13.3M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slrx",
"SALM","Salem Media Group, Inc.","1.55","$41.26M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/salm",
"SAL","Salisbury Bancorp, Inc.","43.0588","$121.56M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sal",
"SAFM","Sanderson Farms, Inc.","163.36","$3.62B","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/safm",
"SASR","Sandy Spring Bancorp, Inc.","35.27","$1.26B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","9.34","$1.08B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","31.94","$2.24B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.855","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","46.71","$117.04B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sny",
"SPNS","Sapiens International Corporation N.V.","22.6","$1.13B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spns",
"SRPT","Sarepta Therapeutics, Inc.","97.9","$7.3B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srpt",
"STSA","Satsuma Pharmaceuticals, Inc.","18.18","$301.88M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stsa",
"SVRA","Savara, Inc.","0.8899","$36.67M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","17.8","$113.94M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","17.5467","$263112.77","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbfgp",
"SBBX","SB One Bancorp","23.2","$219.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbbx",
"SBAC","SBA Communications Corporation","236.16","$26.59B","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbac",
"SCSC","ScanSource, Inc.","35.35","$892.27M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/scsc",
"SMIT","Schmitt Industries, Inc.","3.5","$14.36M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/smit",
"SCHN","Schnitzer Steel Industries, Inc.","21.03","$560.77M","1993","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","7.2","$213.7M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","36.37","$1.26B","1992","Consumer Services","Books","https://old.nasdaq.com/symbol/schl",
"SAMA","Schultze Special Purpose Acquisition Corp.","10.01","$162.66M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sama",
"SAMAU","Schultze Special Purpose Acquisition Corp.","10.44","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/samau",
"SAMAW","Schultze Special Purpose Acquisition Corp.","0.47","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/samaw",
"SGMS","Scientific Games Corp","30.17","$2.81B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sgms",
"SCPL","SciPlay Corporation","9.89","$1.25B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/scpl",
"SCPH","scPharmaceuticals Inc.","4.49","$83.43M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scph",
"WORX","SCWorx Corp.","2.85","$18.76M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/worx",
"SCYX","SCYNEXIS, Inc.","1.12","$62.39M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scyx",
"SEAC","SeaChange International, Inc.","3.58","$131.33M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","29.53","$1.52B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbcf",
"STX","Seagate Technology PLC","60.09","$15.79B","2002","Technology","Electronic Components","https://old.nasdaq.com/symbol/stx",
"SHIP","Seanergy Maritime Holdings Corp","0.49","$13.18M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.0082","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipw",
"SHIPZ","Seanergy Maritime Holdings Corp","0.25","$1.51M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipz",
"SPNE","SeaSpine Holdings Corporation","13","$247.87M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","115.73","$19.83B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","0.8587","$106.99M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.23","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","5.67","$284.89M","2017","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","11.14","$904.59M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","5.16","$90.72M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/snfca",
"SEEL","Seelos Therapeutics, Inc.","0.856","$23.07M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/seel",
"SEIC","SEI Investments Company","62.28","$9.36B","1981","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","11.89","$222.88M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/slct",
"SIC","Select Interior Concepts, Inc.","10.21","$256.14M","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sic",
"SELB","Selecta Biosciences, Inc.","1.41","$67.88M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","66.95","$3.98B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","4.2","$19.15M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","2.18","$7.82M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","50.7","$3.37B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/smtc",
"SNCA","Seneca Biopharma, Inc.","0.859","$2.27M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/snca",
"SENEA","Seneca Foods Corp.","36.03","$334.07M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","36","$333.79M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","0.6409","$18.13M","2016","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","7.72","$1.84B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","24.65","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","25.62","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/snhnl",
"AIHS","Senmiao Technology Limited","1.02","$28.28M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/aihs",
"SRTS","Sensus Healthcare, Inc.","3.51","$57.9M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.1113","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srtsw",
"SQBG","Sequential Brands Group, Inc.","0.41","$26.82M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","3.66","$255.88M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mcrb",
"SVC","Service Properties Trust","23.73","$3.9B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/svc",
"SREV","ServiceSource International, Inc.","1.71","$161.59M","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","36.01","$1.93B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/sfbs",
"SESN","Sesen Bio, Inc.","1.14","$115.44M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","8.525","$108.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","0.329","$1.98M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.07","$85.63M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/sgoc",
"SMED","Sharps Compliance Corp.","3.86","$62.33M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","10.63","$116.36M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp",
"SHEN","Shenandoah Telecommunications Co","36.05","$1.8B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/shen",
"PIXY","ShiftPixy, Inc.","0.2391","$8.66M","2017","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","3.63","$86.36M","1993","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","0.4898","$13.39M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/tyht",
"SWAV","ShockWave Medical, Inc.","37.36","$1.06B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/swav",
"SCVL","Shoe Carnival, Inc.","36.67","$538.02M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/scvl",
"SHBI","Shore Bancshares Inc","16.41","$208.21M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","22.37","$256.74M","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ssti",
"SIBN","SI-BONE, Inc.","17.54","$435.01M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/sibn",
"SIEB","Siebert Financial Corp.","10.05","$272.93M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","0.183","$5.66M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","7.92","$391.89M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","27.01","$413.06M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bsrr",
"SRRA","Sierra Oncology, Inc.","0.2497","$18.65M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","8.1","$293.2M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.35","$241.84M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","5.14","$416.72M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/siga",
"SGLB","Sigma Labs, Inc.","0.89","$12.29M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.32","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","4.39","$18.62M","1994","Technology","Electrical Products","https://old.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","124.18","$6.7B","2004","Finance","Major Banks","https://old.nasdaq.com/symbol/sbny",
"SLGN","Silgan Holdings Inc.","30.95","$3.43B","1997","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","31.445","$237.73M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","108.08","$4.69B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","42.65","$1.56B","2005","Technology","Semiconductors","https://old.nasdaq.com/symbol/simo",
"SILK","Silk Road Medical, Inc.","37.53","$1.15B","2019","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/silk",
"SSPK","Silver Spike Acquisition Corp.","9.9","$247.5M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspk",
"SSPKU","Silver Spike Acquisition Corp.","10.0975","$252.44M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspku",
"SSPKW","Silver Spike Acquisition Corp.","0.58","$11.31M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sspkw",
"SAMG","Silvercrest Asset Management Group Inc.","12.81","$183.96M","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","3.3388","$15.03M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ssnt",
